x coordinate,y coordinate,z coordinate,Wifi ID,Wifi RSS,File name
23.0,84.0,2.0,00:f8:2c:1b:fe:af,-81,1.csv
23.0,84.0,2.0,18:8b:45:08:92:45,-81,1.csv
23.0,84.0,2.0,54:8a:ba:dc:eb:61,-82,1.csv
23.0,84.0,2.0,18:8b:45:08:92:49,-82,1.csv
23.0,84.0,2.0,00:f8:2c:1b:fe:ac,-82,1.csv
23.0,84.0,2.0,00:f8:2c:1b:fe:aa,-82,1.csv
23.0,84.0,2.0,00:f8:2c:1b:fe:ab,-82,1.csv
23.0,84.0,2.0,18:8b:45:08:92:42,-82,1.csv
23.0,84.0,2.0,80:02:9c:1a:f3:68,-86,1.csv
23.0,84.0,2.0,00:f8:2c:19:2b:ef,-88,1.csv
23.0,84.0,2.0,00:f8:2c:19:2b:eb,-90,1.csv
23.0,84.0,2.0,00:f8:2c:19:2b:ed,-90,1.csv
23.0,84.0,2.0,00:f8:2c:19:2b:ea,-90,1.csv
23.0,84.0,2.0,00:f8:2c:19:2b:ec,-90,1.csv
59.0,84.0,2.0,00:f8:2c:1b:fe:af,-41,10.csv
59.0,84.0,2.0,00:f8:2c:1b:fe:ad,-41,10.csv
59.0,84.0,2.0,00:f8:2c:1b:fe:ae,-42,10.csv
59.0,84.0,2.0,00:f8:2c:1b:fe:ac,-42,10.csv
59.0,84.0,2.0,00:f8:2c:1b:fe:ab,-42,10.csv
59.0,84.0,2.0,00:f8:2c:1b:fe:aa,-42,10.csv
59.0,84.0,2.0,00:f8:2c:1b:fe:a5,-49,10.csv
59.0,84.0,2.0,58:ef:68:58:76:95,-53,10.csv
59.0,84.0,2.0,80:02:9c:1a:f2:cf,-57,10.csv
59.0,84.0,2.0,18:8b:45:08:92:4f,-63,10.csv
59.0,84.0,2.0,18:8b:45:08:92:4b,-64,10.csv
59.0,84.0,2.0,18:8b:45:08:92:4c,-64,10.csv
59.0,84.0,2.0,18:8b:45:08:92:4d,-64,10.csv
59.0,84.0,2.0,18:8b:45:08:92:4a,-64,10.csv
59.0,84.0,2.0,00:f8:2c:1b:fb:8d,-67,10.csv
59.0,84.0,2.0,00:f8:2c:1b:fb:8e,-68,10.csv
59.0,84.0,2.0,00:f8:2c:1b:fb:8c,-68,10.csv
59.0,84.0,2.0,18:8b:45:08:92:45,-71,10.csv
59.0,84.0,2.0,18:8b:45:08:92:44,-71,10.csv
59.0,84.0,2.0,b4:75:0e:4f:4e:62,-72,10.csv
59.0,84.0,2.0,00:f8:2c:1b:f2:2c,-75,10.csv
59.0,84.0,2.0,00:f8:2c:1b:f2:2d,-75,10.csv
59.0,84.0,2.0,00:f8:2c:19:2b:ea,-76,10.csv
59.0,84.0,2.0,00:f8:2c:1b:f2:2e,-76,10.csv
59.0,84.0,2.0,00:f8:2c:19:2b:ed,-77,10.csv
59.0,84.0,2.0,00:f8:2c:19:2b:ec,-77,10.csv
59.0,84.0,2.0,00:2a:10:4c:ca:ee,-77,10.csv
59.0,84.0,2.0,00:2a:10:4c:ca:ec,-77,10.csv
59.0,84.0,2.0,00:f8:2c:19:2b:eb,-78,10.csv
59.0,84.0,2.0,00:2a:10:4c:ca:ed,-78,10.csv
59.0,84.0,2.0,00:f8:2c:1b:f2:22,-78,10.csv
59.0,84.0,2.0,b4:75:0e:4f:4e:61,-78,10.csv
59.0,84.0,2.0,20:c9:d0:1d:e8:41,-78,10.csv
59.0,84.0,2.0,04:d9:f5:da:74:78,-79,10.csv
59.0,84.0,2.0,00:f8:2c:1b:f2:20,-79,10.csv
59.0,84.0,2.0,84:f1:47:6e:83:42,-80,10.csv
59.0,84.0,2.0,84:f1:47:6e:83:44,-80,10.csv
59.0,84.0,2.0,84:f1:47:6e:83:4c,-80,10.csv
59.0,84.0,2.0,20:c9:d0:1d:e8:42,-80,10.csv
59.0,84.0,2.0,12:13:fa:8c:82:f8,-81,10.csv
59.0,84.0,2.0,70:18:a7:14:b4:2e,-82,10.csv
59.0,84.0,2.0,00:2a:10:4c:ca:e0,-82,10.csv
59.0,84.0,2.0,4c:a6:4d:7d:ce:09,-82,10.csv
59.0,84.0,2.0,4c:a6:4d:7d:ce:0f,-82,10.csv
59.0,84.0,2.0,84:f1:47:6e:88:cd,-82,10.csv
59.0,84.0,2.0,70:18:a7:14:b4:2c,-82,10.csv
59.0,84.0,2.0,4c:a6:4d:7d:ce:0d,-83,10.csv
59.0,84.0,2.0,4c:a6:4d:7d:ce:0c,-83,10.csv
59.0,84.0,2.0,4c:a6:4d:7d:ce:0b,-83,10.csv
59.0,84.0,2.0,4c:a6:4d:7d:ce:0a,-83,10.csv
59.0,84.0,2.0,84:f1:47:6e:83:4b,-83,10.csv
59.0,84.0,2.0,70:18:a7:14:b4:2d,-85,10.csv
59.0,84.0,2.0,c4:e9:84:5b:65:60,-85,10.csv
59.0,84.0,2.0,84:f1:47:6e:88:cc,-85,10.csv
59.0,84.0,2.0,62:38:e0:ab:39:6c,-86,10.csv
59.0,84.0,2.0,84:f1:47:6e:88:cb,-86,10.csv
59.0,84.0,2.0,84:f1:47:6e:88:ce,-86,10.csv
59.0,84.0,2.0,18:8b:45:08:96:2d,-87,10.csv
59.0,84.0,2.0,60:38:e0:ab:39:69,-87,10.csv
59.0,84.0,2.0,18:8b:45:08:96:2e,-87,10.csv
59.0,84.0,2.0,00:f8:2c:19:98:cd,-88,10.csv
59.0,84.0,2.0,54:8a:ba:db:f3:cb,-88,10.csv
59.0,84.0,2.0,54:8a:ba:db:f3:cd,-88,10.csv
59.0,84.0,2.0,54:8a:ba:db:60:4b,-88,10.csv
59.0,84.0,2.0,54:8a:ba:db:60:49,-88,10.csv
59.0,84.0,2.0,54:8a:ba:db:f3:ca,-88,10.csv
59.0,84.0,2.0,a4:b4:39:4f:1d:4f,-88,10.csv
59.0,84.0,2.0,54:8a:ba:dc:14:ca,-90,10.csv
59.0,84.0,2.0,54:8a:ba:db:60:4a,-90,10.csv
59.0,84.0,2.0,54:8a:ba:db:60:4c,-90,10.csv
59.0,84.0,2.0,54:8a:ba:db:60:4d,-90,10.csv
59.0,84.0,2.0,54:8a:ba:db:60:4f,-90,10.csv
59.0,84.0,2.0,54:8a:ba:dc:14:cb,-90,10.csv
59.0,84.0,2.0,cc:f4:11:71:71:2c,-90,10.csv
72.0,110.0,2.0,84:f1:47:6d:7b:4c,-58,100.csv
72.0,110.0,2.0,84:f1:47:6d:7b:4b,-59,100.csv
72.0,110.0,2.0,84:f1:47:6d:7b:4d,-59,100.csv
72.0,110.0,2.0,84:f1:47:6d:7b:4e,-59,100.csv
72.0,110.0,2.0,58:bc:27:92:80:70,-60,100.csv
72.0,110.0,2.0,58:bc:27:92:80:71,-60,100.csv
72.0,110.0,2.0,58:bc:27:92:80:7f,-64,100.csv
72.0,110.0,2.0,00:f8:2c:19:7a:6d,-65,100.csv
72.0,110.0,2.0,00:f8:2c:19:7a:6e,-66,100.csv
72.0,110.0,2.0,84:f1:47:6d:7b:44,-70,100.csv
72.0,110.0,2.0,48:f8:b3:b8:21:cb,-74,100.csv
72.0,110.0,2.0,00:29:c2:e1:eb:e3,-74,100.csv
72.0,110.0,2.0,00:29:c2:e1:eb:ed,-75,100.csv
72.0,110.0,2.0,00:29:c2:e1:eb:ee,-75,100.csv
72.0,110.0,2.0,00:29:c2:e1:ee:4e,-75,100.csv
72.0,110.0,2.0,00:29:c2:e1:eb:e0,-75,100.csv
72.0,110.0,2.0,04:d9:f5:da:74:78,-75,100.csv
72.0,110.0,2.0,00:29:c2:e1:eb:ec,-76,100.csv
72.0,110.0,2.0,00:29:c2:e1:ee:4f,-76,100.csv
72.0,110.0,2.0,50:fa:84:25:03:1c,-76,100.csv
72.0,110.0,2.0,00:29:c2:e1:ee:4d,-76,100.csv
72.0,110.0,2.0,00:29:c2:e1:ee:ef,-77,100.csv
72.0,110.0,2.0,00:29:c2:e1:ee:4c,-77,100.csv
72.0,110.0,2.0,5c:a4:8a:bf:bb:0f,-78,100.csv
72.0,110.0,2.0,b8:8d:12:63:59:dc,-78,100.csv
72.0,110.0,2.0,b4:75:0e:4c:56:0b,-78,100.csv
72.0,110.0,2.0,b8:8d:12:63:59:db,-80,100.csv
72.0,110.0,2.0,84:f1:47:6c:f1:8d,-82,100.csv
72.0,110.0,2.0,00:2f:5c:69:1f:2d,-82,100.csv
72.0,110.0,2.0,0c:51:01:e7:9e:4c,-83,100.csv
72.0,110.0,2.0,00:29:c2:e1:e9:c2,-83,100.csv
72.0,110.0,2.0,00:29:c2:e1:e9:c7,-83,100.csv
72.0,110.0,2.0,00:29:c2:e1:e9:c4,-84,100.csv
72.0,110.0,2.0,00:29:c2:e1:e9:c5,-84,100.csv
72.0,110.0,2.0,00:29:c2:e1:e9:c1,-84,100.csv
72.0,110.0,2.0,00:2f:5c:69:1f:2c,-84,100.csv
72.0,110.0,2.0,00:29:c2:e1:e9:ca,-85,100.csv
72.0,110.0,2.0,00:29:c2:e1:eb:ad,-86,100.csv
72.0,110.0,2.0,d4:ad:71:67:73:8d,-87,100.csv
72.0,110.0,2.0,d4:ad:71:67:73:8e,-88,100.csv
72.0,110.0,2.0,0c:51:01:e7:9e:4d,-90,100.csv
72.0,110.0,2.0,c4:b3:01:de:10:c5,-90,100.csv
72.0,113.0,2.0,84:f1:47:6d:7b:4c,-58,101.csv
72.0,113.0,2.0,84:f1:47:6d:7b:4b,-59,101.csv
72.0,113.0,2.0,84:f1:47:6d:7b:4d,-59,101.csv
72.0,113.0,2.0,84:f1:47:6d:7b:4e,-59,101.csv
72.0,113.0,2.0,58:bc:27:92:80:70,-60,101.csv
72.0,113.0,2.0,58:bc:27:92:80:71,-60,101.csv
72.0,113.0,2.0,58:bc:27:92:80:7f,-64,101.csv
72.0,113.0,2.0,00:f8:2c:19:7a:6d,-65,101.csv
72.0,113.0,2.0,00:f8:2c:19:7a:6e,-66,101.csv
72.0,113.0,2.0,84:f1:47:6d:7b:44,-70,101.csv
72.0,113.0,2.0,48:f8:b3:b8:21:cb,-74,101.csv
72.0,113.0,2.0,00:29:c2:e1:eb:e3,-74,101.csv
72.0,113.0,2.0,00:29:c2:e1:eb:ed,-75,101.csv
72.0,113.0,2.0,00:29:c2:e1:eb:ee,-75,101.csv
72.0,113.0,2.0,00:29:c2:e1:ee:4e,-75,101.csv
72.0,113.0,2.0,00:29:c2:e1:eb:e0,-75,101.csv
72.0,113.0,2.0,04:d9:f5:da:74:78,-75,101.csv
72.0,113.0,2.0,00:29:c2:e1:eb:ec,-76,101.csv
72.0,113.0,2.0,00:29:c2:e1:ee:4f,-76,101.csv
72.0,113.0,2.0,50:fa:84:25:03:1c,-76,101.csv
72.0,113.0,2.0,00:29:c2:e1:ee:4d,-76,101.csv
72.0,113.0,2.0,00:29:c2:e1:ee:ef,-77,101.csv
72.0,113.0,2.0,00:29:c2:e1:ee:4c,-77,101.csv
72.0,113.0,2.0,5c:a4:8a:bf:bb:0f,-78,101.csv
72.0,113.0,2.0,b8:8d:12:63:59:dc,-78,101.csv
72.0,113.0,2.0,b4:75:0e:4c:56:0b,-78,101.csv
72.0,113.0,2.0,b8:8d:12:63:59:db,-80,101.csv
72.0,113.0,2.0,84:f1:47:6c:f1:8d,-82,101.csv
72.0,113.0,2.0,00:2f:5c:69:1f:2d,-82,101.csv
72.0,113.0,2.0,0c:51:01:e7:9e:4c,-83,101.csv
72.0,113.0,2.0,00:29:c2:e1:e9:c2,-83,101.csv
72.0,113.0,2.0,00:29:c2:e1:e9:c7,-83,101.csv
72.0,113.0,2.0,00:29:c2:e1:e9:c4,-84,101.csv
72.0,113.0,2.0,00:29:c2:e1:e9:c5,-84,101.csv
72.0,113.0,2.0,00:29:c2:e1:e9:c1,-84,101.csv
72.0,113.0,2.0,00:2f:5c:69:1f:2c,-84,101.csv
72.0,113.0,2.0,00:29:c2:e1:e9:ca,-85,101.csv
72.0,113.0,2.0,00:29:c2:e1:eb:ad,-86,101.csv
72.0,113.0,2.0,d4:ad:71:67:73:8d,-87,101.csv
72.0,113.0,2.0,d4:ad:71:67:73:8e,-88,101.csv
72.0,113.0,2.0,0c:51:01:e7:9e:4d,-90,101.csv
72.0,113.0,2.0,c4:b3:01:de:10:c5,-90,101.csv
89.0,120.0,2.0,d4:ad:71:67:73:81,-41,102.csv
89.0,120.0,2.0,d4:ad:71:67:73:82,-41,102.csv
89.0,120.0,2.0,d4:ad:71:67:73:80,-42,102.csv
89.0,120.0,2.0,d4:ad:71:67:73:83,-42,102.csv
89.0,120.0,2.0,d4:ad:71:67:73:8d,-43,102.csv
89.0,120.0,2.0,d4:ad:71:67:73:8e,-44,102.csv
89.0,120.0,2.0,d4:ad:71:67:73:8c,-45,102.csv
89.0,120.0,2.0,70:18:a7:14:79:6f,-46,102.csv
89.0,120.0,2.0,70:18:a7:14:79:61,-51,102.csv
89.0,120.0,2.0,e4:c3:2a:3b:91:7a,-52,102.csv
89.0,120.0,2.0,c4:b3:01:de:10:c5,-54,102.csv
89.0,120.0,2.0,d4:ad:71:6b:14:ce,-56,102.csv
89.0,120.0,2.0,d4:ad:71:6a:e8:6e,-57,102.csv
89.0,120.0,2.0,d4:ad:71:6a:e8:6d,-57,102.csv
89.0,120.0,2.0,d4:ad:71:64:c5:ee,-57,102.csv
89.0,120.0,2.0,d4:ad:71:6b:14:c0,-57,102.csv
89.0,120.0,2.0,d4:ad:71:6b:14:c1,-57,102.csv
89.0,120.0,2.0,d4:ad:71:6b:14:c2,-57,102.csv
89.0,120.0,2.0,d4:ad:71:6b:14:c3,-57,102.csv
89.0,120.0,2.0,d4:ad:71:6b:14:cd,-57,102.csv
89.0,120.0,2.0,d4:ad:71:64:c5:ef,-58,102.csv
89.0,120.0,2.0,fa:da:0c:51:0f:05,-63,102.csv
89.0,120.0,2.0,e4:c3:2a:3b:91:7b,-64,102.csv
89.0,120.0,2.0,d4:ad:71:6a:e8:60,-64,102.csv
89.0,120.0,2.0,42:23:43:d8:39:86,-65,102.csv
89.0,120.0,2.0,00:2f:5c:69:0d:0e,-65,102.csv
89.0,120.0,2.0,00:2f:5c:69:0d:0f,-65,102.csv
89.0,120.0,2.0,0c:51:01:e7:9e:4c,-66,102.csv
89.0,120.0,2.0,c4:b3:01:de:52:8f,-66,102.csv
89.0,120.0,2.0,d4:ad:71:64:c5:e0,-66,102.csv
89.0,120.0,2.0,d4:ad:71:64:c5:e1,-66,102.csv
89.0,120.0,2.0,58:bc:27:92:80:70,-67,102.csv
89.0,120.0,2.0,48:f8:b3:b8:21:cb,-67,102.csv
89.0,120.0,2.0,34:f8:e7:c3:82:23,-71,102.csv
89.0,120.0,2.0,34:f8:e7:c3:82:20,-71,102.csv
89.0,120.0,2.0,00:29:c2:e1:ee:ef,-71,102.csv
89.0,120.0,2.0,00:29:c2:e1:ee:e1,-72,102.csv
89.0,120.0,2.0,34:f8:e7:c3:82:21,-72,102.csv
89.0,120.0,2.0,34:f8:e7:c3:82:22,-72,102.csv
89.0,120.0,2.0,0c:51:01:e7:9e:4d,-74,102.csv
89.0,120.0,2.0,84:f1:47:6c:81:ee,-74,102.csv
89.0,120.0,2.0,34:f8:e7:c3:82:2e,-75,102.csv
89.0,120.0,2.0,34:f8:e7:c3:82:2d,-75,102.csv
89.0,120.0,2.0,84:f1:47:6c:81:ec,-75,102.csv
89.0,120.0,2.0,84:f1:47:6c:81:ed,-75,102.csv
89.0,120.0,2.0,84:f1:47:6c:81:eb,-76,102.csv
89.0,120.0,2.0,00:f8:2c:19:7a:6d,-79,102.csv
89.0,120.0,2.0,00:29:c2:e1:eb:e2,-80,102.csv
89.0,120.0,2.0,02:1d:aa:61:8e:d8,-82,102.csv
89.0,120.0,2.0,00:29:c2:e1:eb:e1,-83,102.csv
89.0,120.0,2.0,00:f8:2c:19:7a:6e,-83,102.csv
89.0,120.0,2.0,80:02:9c:1a:f3:89,-84,102.csv
89.0,120.0,2.0,00:29:c2:e1:eb:ed,-84,102.csv
89.0,120.0,2.0,00:29:c2:e1:eb:ae,-85,102.csv
89.0,120.0,2.0,00:2f:5c:69:0c:4e,-86,102.csv
89.0,120.0,2.0,00:29:c2:e1:eb:ee,-86,102.csv
89.0,120.0,2.0,00:29:c2:e1:eb:ec,-86,102.csv
89.0,120.0,2.0,00:2f:5c:69:0c:4d,-87,102.csv
89.0,120.0,2.0,00:29:c2:e1:eb:ad,-87,102.csv
89.0,120.0,2.0,50:fa:84:25:03:1c,-89,102.csv
89.0,120.0,2.0,00:29:c2:e1:eb:ac,-90,102.csv
89.0,124.0,2.0,70:18:a7:14:79:6f,-36,103.csv
89.0,124.0,2.0,70:18:a7:14:79:61,-37,103.csv
89.0,124.0,2.0,d4:ad:71:6a:e8:6e,-50,103.csv
89.0,124.0,2.0,d4:ad:71:6a:e8:6d,-50,103.csv
89.0,124.0,2.0,d4:ad:71:6a:e8:6c,-50,103.csv
89.0,124.0,2.0,0c:51:01:e7:9e:4c,-52,103.csv
89.0,124.0,2.0,48:f8:b3:b8:21:cb,-55,103.csv
89.0,124.0,2.0,d4:ad:71:6a:e8:60,-56,103.csv
89.0,124.0,2.0,d4:ad:71:6a:e8:62,-56,103.csv
89.0,124.0,2.0,d4:ad:71:6a:e8:63,-56,103.csv
89.0,124.0,2.0,d4:ad:71:67:73:80,-57,103.csv
89.0,124.0,2.0,d4:ad:71:67:73:81,-57,103.csv
89.0,124.0,2.0,d4:ad:71:6a:e8:61,-57,103.csv
89.0,124.0,2.0,d4:ad:71:67:73:82,-58,103.csv
89.0,124.0,2.0,d4:ad:71:67:73:83,-58,103.csv
89.0,124.0,2.0,d4:ad:71:67:73:8e,-58,103.csv
89.0,124.0,2.0,42:23:43:d8:39:86,-58,103.csv
89.0,124.0,2.0,d4:ad:71:67:73:8d,-59,103.csv
89.0,124.0,2.0,e4:c3:2a:3b:91:7b,-60,103.csv
89.0,124.0,2.0,64:70:02:c1:73:82,-60,103.csv
89.0,124.0,2.0,c4:b3:01:de:52:8f,-63,103.csv
89.0,124.0,2.0,e4:c3:2a:3b:91:7a,-63,103.csv
89.0,124.0,2.0,0c:51:01:e7:9e:4d,-63,103.csv
89.0,124.0,2.0,34:f8:e7:c3:82:21,-70,103.csv
89.0,124.0,2.0,d4:ad:71:6b:14:ce,-70,103.csv
89.0,124.0,2.0,58:bc:27:92:80:70,-71,103.csv
89.0,124.0,2.0,34:f8:e7:c3:82:22,-71,103.csv
89.0,124.0,2.0,34:f8:e7:c3:82:23,-71,103.csv
89.0,124.0,2.0,d4:ad:71:6b:14:c3,-71,103.csv
89.0,124.0,2.0,d4:ad:71:6b:14:cd,-71,103.csv
89.0,124.0,2.0,00:29:c2:e1:ee:ef,-71,103.csv
89.0,124.0,2.0,58:bc:27:92:80:71,-71,103.csv
89.0,124.0,2.0,34:f8:e7:c3:82:20,-72,103.csv
89.0,124.0,2.0,d4:ad:71:6b:14:c0,-72,103.csv
89.0,124.0,2.0,d4:ad:71:6b:14:c1,-72,103.csv
89.0,124.0,2.0,c4:b3:01:de:10:c5,-73,103.csv
89.0,124.0,2.0,d4:ad:71:6b:14:c2,-74,103.csv
89.0,124.0,2.0,00:29:c2:e1:ee:e1,-75,103.csv
89.0,124.0,2.0,00:2f:5c:69:0c:4d,-80,103.csv
89.0,124.0,2.0,00:19:be:00:05:50,-80,103.csv
89.0,124.0,2.0,fa:da:0c:51:0f:05,-81,103.csv
89.0,124.0,2.0,00:a2:ee:7c:4a:d1,-81,103.csv
89.0,124.0,2.0,00:2f:5c:69:0c:4c,-81,103.csv
89.0,124.0,2.0,00:2f:5c:69:0c:4e,-82,103.csv
89.0,124.0,2.0,00:29:c2:e1:eb:ed,-82,103.csv
89.0,124.0,2.0,00:29:c2:e1:eb:ee,-82,103.csv
89.0,124.0,2.0,00:a2:ee:7c:4a:d2,-82,103.csv
89.0,124.0,2.0,00:29:c2:e1:eb:ec,-83,103.csv
89.0,124.0,2.0,00:a2:ee:7c:4a:d3,-83,103.csv
89.0,124.0,2.0,00:a2:ee:7c:4a:d0,-83,103.csv
89.0,124.0,2.0,70:18:a7:12:db:41,-84,103.csv
89.0,124.0,2.0,84:f1:47:6c:81:eb,-85,103.csv
89.0,124.0,2.0,00:f8:2c:19:7a:6d,-86,103.csv
89.0,124.0,2.0,24:6f:8c:e1:aa:6d,-88,103.csv
89.0,124.0,2.0,50:fa:84:25:03:1c,-89,103.csv
89.0,124.0,2.0,b8:8d:12:63:59:dc,-90,103.csv
89.0,128.0,2.0,d4:ad:71:6a:e8:6e,-43,104.csv
89.0,128.0,2.0,d4:ad:71:6a:e8:6d,-43,104.csv
89.0,128.0,2.0,70:18:a7:14:79:6f,-44,104.csv
89.0,128.0,2.0,70:18:a7:14:79:61,-51,104.csv
89.0,128.0,2.0,d4:ad:71:6a:e8:60,-51,104.csv
89.0,128.0,2.0,0c:51:01:e7:9e:4c,-54,104.csv
89.0,128.0,2.0,c4:b3:01:de:52:8f,-57,104.csv
89.0,128.0,2.0,d4:ad:71:67:73:80,-58,104.csv
89.0,128.0,2.0,d4:ad:71:67:73:81,-59,104.csv
89.0,128.0,2.0,d4:ad:71:67:73:82,-59,104.csv
89.0,128.0,2.0,d4:ad:71:67:73:83,-59,104.csv
89.0,128.0,2.0,42:23:43:d8:39:86,-59,104.csv
89.0,128.0,2.0,e4:c3:2a:3b:91:7b,-60,104.csv
89.0,128.0,2.0,64:70:02:c1:73:82,-61,104.csv
89.0,128.0,2.0,0c:51:01:e7:9e:4d,-62,104.csv
89.0,128.0,2.0,48:f8:b3:b8:21:cb,-64,104.csv
89.0,128.0,2.0,d4:ad:71:67:73:8e,-66,104.csv
89.0,128.0,2.0,d4:ad:71:67:73:8c,-66,104.csv
89.0,128.0,2.0,d4:ad:71:67:73:8d,-67,104.csv
89.0,128.0,2.0,00:2f:5c:69:0c:40,-70,104.csv
89.0,128.0,2.0,00:19:be:00:05:50,-72,104.csv
89.0,128.0,2.0,e4:c3:2a:3b:91:7a,-73,104.csv
89.0,128.0,2.0,c4:b3:01:de:10:c5,-74,104.csv
89.0,128.0,2.0,00:29:c2:e1:ee:ef,-74,104.csv
89.0,128.0,2.0,00:2f:5c:69:0c:4d,-75,104.csv
89.0,128.0,2.0,00:29:c2:e1:ee:e1,-77,104.csv
89.0,128.0,2.0,84:f1:47:6d:3b:ab,-77,104.csv
89.0,128.0,2.0,84:f1:47:6d:3b:ac,-77,104.csv
89.0,128.0,2.0,84:f1:47:6d:3b:aa,-78,104.csv
89.0,128.0,2.0,84:f1:47:6d:3b:ad,-78,104.csv
89.0,128.0,2.0,84:f1:47:6d:3b:af,-78,104.csv
89.0,128.0,2.0,84:f1:47:6d:3b:a9,-79,104.csv
89.0,128.0,2.0,00:a2:ee:7c:4a:d3,-80,104.csv
89.0,128.0,2.0,34:f8:e7:c3:82:20,-81,104.csv
89.0,128.0,2.0,58:bc:27:92:80:71,-81,104.csv
89.0,128.0,2.0,00:a2:ee:7c:4a:d1,-81,104.csv
89.0,128.0,2.0,00:a2:ee:7c:4a:d2,-81,104.csv
89.0,128.0,2.0,00:a2:ee:7c:4a:d0,-81,104.csv
89.0,128.0,2.0,58:bc:27:92:80:70,-82,104.csv
89.0,128.0,2.0,34:f8:e7:c3:82:22,-82,104.csv
89.0,128.0,2.0,d4:ad:71:6b:14:ce,-82,104.csv
89.0,128.0,2.0,00:29:c2:e1:eb:ed,-82,104.csv
89.0,128.0,2.0,00:29:c2:e1:eb:ee,-82,104.csv
89.0,128.0,2.0,34:f8:e7:c3:82:23,-83,104.csv
89.0,128.0,2.0,d4:ad:71:6b:14:cd,-84,104.csv
89.0,128.0,2.0,84:f1:47:6c:86:ad,-87,104.csv
89.0,128.0,2.0,84:f1:47:6c:86:ac,-87,104.csv
89.0,128.0,2.0,84:f1:47:6c:86:ab,-87,104.csv
89.0,128.0,2.0,84:f1:47:6c:86:a9,-87,104.csv
89.0,128.0,2.0,84:f1:47:6c:86:af,-88,104.csv
89.0,128.0,2.0,84:f1:47:6c:86:aa,-88,104.csv
89.0,128.0,2.0,24:6f:8c:e1:aa:6d,-90,104.csv
89.0,128.0,2.0,b8:8d:12:63:59:dc,-90,104.csv
89.0,132.0,2.0,d4:ad:71:6a:e8:6e,-37,105.csv
89.0,132.0,2.0,d4:ad:71:6a:e8:60,-37,105.csv
89.0,132.0,2.0,d4:ad:71:6a:e8:61,-37,105.csv
89.0,132.0,2.0,d4:ad:71:6a:e8:62,-37,105.csv
89.0,132.0,2.0,d4:ad:71:6a:e8:63,-37,105.csv
89.0,132.0,2.0,d4:ad:71:6a:e8:6d,-38,105.csv
89.0,132.0,2.0,42:23:43:d8:39:86,-43,105.csv
89.0,132.0,2.0,0c:51:01:e7:9e:4c,-48,105.csv
89.0,132.0,2.0,70:18:a7:14:79:6f,-55,105.csv
89.0,132.0,2.0,0c:51:01:e7:9e:4d,-58,105.csv
89.0,132.0,2.0,70:18:a7:14:79:61,-59,105.csv
89.0,132.0,2.0,64:70:02:c1:73:82,-59,105.csv
89.0,132.0,2.0,d4:ad:71:67:73:8d,-63,105.csv
89.0,132.0,2.0,48:f8:b3:b8:21:cb,-64,105.csv
89.0,132.0,2.0,d4:ad:71:67:73:8c,-64,105.csv
89.0,132.0,2.0,d4:ad:71:67:73:8e,-65,105.csv
89.0,132.0,2.0,c4:b3:01:de:52:8f,-67,105.csv
89.0,132.0,2.0,2c:0b:e9:c7:56:84,-69,105.csv
